,adr
3187,46.29926
3188,60.677788
3189,105.007454
3190,106.23178
3191,106.62823
3192,63.13976
3193,54.642597
3194,53.365555
3195,194.7858
3196,14.337177
3197,56.448006
3198,55.571716
3199,45.31582
3200,107.055305
3201,107.055305
3202,80.38703
3203,65.54342
3204,49.32797
3205,41.32867
3206,104.432686
3207,108.64477
3208,9.279097
3209,46.24606
3210,86.67593
3211,43.08992
3212,105.72744
3213,92.888016
3214,65.72521
3215,105.72744
3216,106.23178
3217,114.75453
3218,63.13976
3219,108.8461
3220,76.08522
3221,110.3523
3222,156.37042
3223,190.55489
3224,92.40976
3225,148.94003
3226,90.688896
3227,128.92395
3228,112.71171
3229,114.76714
3230,122.05024
3231,121.5459
3232,81.16871
3233,128.08542
3234,111.64459
3235,80.736755
3236,86.67593
3237,37.175987
3238,109.47221
3239,55.118862
3240,28.764444
3241,7.3192225
3242,39.55247
3243,28.764444
3244,82.3866
3245,73.65081
3246,68.788055
3247,47.05195
3248,78.482956
3249,-3.3418653
3250,74.41478
3251,1.5024066
3252,28.764444
3253,1.5024066
3254,-2.298172
3255,-0.055159032
3256,92.30886
3257,36.75793
3258,37.861588
3259,48.186874
3260,47.375053
3261,60.42441
3262,28.764444
3263,33.14029
3264,12.862821
3265,15.347565
3266,47.860386
3267,37.495842
3268,106.22392
3269,82.821365
3270,41.106785
3271,42.26027
3272,75.744026
3273,41.372665
3274,35.37855
3275,25.840372
3276,25.840372
3277,28.764444
3278,25.840372
3279,25.840372
3280,79.12095
3281,151.40266
3282,37.29759
3283,28.764444
3284,33.589333
3285,59.086346
3286,11.591359
3287,28.764444
3288,70.96566
3289,69.445
3290,124.79971
3291,151.88689
3292,54.480606
3293,92.46534
3294,111.18477
3295,111.18477
3296,75.16284
3297,68.59345
3298,66.15308
3299,108.96337
3300,84.31273
3301,67.47009
3302,89.0709
3303,47.5758
3304,83.184395
3305,69.33047
3306,67.47009
3307,69.445
3308,69.445
3309,69.445
3310,68.59345
3311,106.86123
3312,106.86123
3313,50.879723
3314,133.31665
3315,53.5226
3316,72.29318
3317,43.96232
3318,69.33047
3319,23.212973
3320,39.869656
3321,39.450916
3322,34.986984
3323,57.94477
3324,19.935019
3325,22.285597
3326,69.445
3327,55.23229
3328,17.471891
3329,17.471891
3330,55.96975
3331,53.08288
3332,44.549984
3333,54.60498
3334,18.636377
3335,18.802217
3336,114.336876
3337,69.45989
3338,81.8129
3339,73.14936
3340,109.801834
3341,105.000175
3342,158.74524
3343,90.94416
3344,81.14111
3345,82.9212
3346,118.75388
3347,119.18043
3348,93.37929
3349,93.37929
3350,93.37929
3351,136.51416
3352,136.51416
3353,69.45989
3354,119.18043
3355,73.14936
3356,93.55284
3357,133.04341
3358,55.773148
3359,40.993034
3360,164.21378
3361,114.800255
3362,91.7083
3363,40.108253
3364,69.45989
3365,119.62395
3366,84.46037
3367,105.594795
3368,84.37114
3369,91.87467
3370,92.794624
3371,102.17483
3372,115.486
3373,111.64459
3374,112.872574
3375,69.45989
3376,69.45989
3377,69.45989
3378,69.45989
3379,69.45989
3380,69.45989
3381,77.36689
3382,82.446594
3383,69.45989
3384,69.45989
3385,69.45989
3386,69.45989
3387,69.45989
3388,69.84145
3389,69.45989
3390,68.737946
3391,69.45989
3392,69.45989
3393,69.45989
3394,69.45989
3395,69.45989
3396,69.45989
3397,71.78948
3398,69.45989
3399,69.45989
3400,69.45989
3401,69.45989
3402,69.45989
3403,69.45989
3404,69.45989
3405,69.45989
3406,69.45989
3407,69.45989
3408,69.45989
3409,69.45989
3410,69.45989
3411,69.45989
3412,69.45989
3413,69.45989
3414,69.45989
3415,69.45989
3416,77.31118
3417,69.45989
3418,18.975481
3419,69.45989
3420,89.683846
3421,74.36284
3422,81.94439
3423,97.59005
3424,108.161385
3425,43.83444
3426,48.22976
3427,73.774124
3428,34.24818
3429,54.947075
3430,65.410416
3431,50.76915
3432,20.045755
3433,65.23277
3434,70.98449
3435,59.007645
3436,20.01832
3437,85.75485
3438,90.25281
3439,102.903534
3440,62.288116
3441,90.25281
3442,90.25281
3443,74.91944
3444,90.25281
3445,74.91944
3446,80.059425
3447,80.059425
3448,80.059425
3449,31.675396
3450,80.059425
3451,80.059425
3452,111.93958
3453,86.98679
3454,80.059425
3455,71.76401
3456,80.059425
3457,80.059425
3458,72.68587
3459,80.059425
3460,53.048367
3461,65.2219
3462,55.08207
3463,82.07948
3464,80.059425
3465,80.059425
3466,80.059425
3467,80.059425
3468,69.99244
3469,40.320084
3470,105.72744
3471,91.478264
3472,49.427113
3473,80.059425
3474,80.059425
3475,80.059425
3476,38.502438
3477,104.69159
3478,48.7815
3479,11.240817
3480,80.059425
3481,46.662514
3482,102.20904
3483,80.059425
3484,67.484856
3485,109.801834
3486,74.30306
3487,67.08841
3488,73.88793
3489,164.58269
3490,96.73228
3491,73.88793
3492,52.117058
3493,69.97066
3494,101.92802
3495,101.654564
3496,46.997505
3497,52.14646
3498,101.654564
3499,59.24644
3500,78.99755
3501,73.88793
3502,60.25537
3503,99.41722
3504,45.735226
3505,13.896029
3506,120.77527
3507,103.58542
3508,42.232555
3509,35.44307
3510,51.31849
3511,35.44307
3512,40.283768
3513,70.67789
3514,93.09198
3515,70.67789
3516,113.83734
3517,60.352066
3518,74.30306
3519,94.12783
3520,57.54518
3521,73.88793
3522,93.71671
3523,60.352066
3524,74.30306
3525,74.30306
3526,74.30306
3527,101.42674
3528,74.30306
3529,75.96182
3530,109.801834
3531,71.14195
3532,14.110639
3533,91.478264
3534,65.8954
3535,80.059425
3536,80.059425
3537,46.926903
3538,184.09978
3539,113.66192
3540,98.83905
3541,80.059425
3542,80.059425
3543,80.059425
3544,74.30306
3545,30.042107
3546,80.059425
3547,89.420616
3548,-6.752668
3549,79.61954
3550,99.583374
3551,30.755165
3552,225.35469
3553,90.97392
3554,99.583374
3555,111.04181
3556,78.79196
3557,26.48261
3558,76.23113
3559,41.960655
3560,158.7188
3561,71.06676
3562,41.960655
3563,116.169655
3564,124.766785
3565,112.807976
3566,38.877815
3567,86.61105
3568,64.39702
3569,57.299915
3570,35.526806
3571,55.22593
3572,55.08207
3573,37.174515
3574,57.725624
3575,-6.752668
3576,57.725624
3577,69.97066
3578,57.725624
3579,90.97392
3580,58.36065
3581,37.174515
3582,57.725624
3583,57.98079
3584,57.725624
3585,36.02161
3586,57.725624
3587,37.174515
3588,37.174515
3589,37.174515
3590,34.77786
3591,37.174515
3592,57.725624
3593,37.174515
3594,57.725624
3595,63.16765
3596,91.73204
3597,84.45928
3598,63.16765
3599,91.73204
3600,79.37751
3601,71.10635
3602,79.37751
3603,79.37751
3604,65.685394
3605,91.73204
3606,93.95481
3607,71.10635
3608,65.864174
3609,46.308628
3610,45.048004
3611,9.487546
3612,9.039956
3613,28.760342
3614,63.16765
3615,71.54499
3616,123.911934
3617,29.550018
3618,84.43421
3619,84.43421
3620,94.6265
3621,168.18097
3622,96.34973
3623,94.6265
3624,77.318924
3625,106.27683
3626,65.02465
3627,84.43421
3628,-29.19251
3629,107.67772
3630,87.40919
3631,132.58516
3632,165.4815
3633,69.41104
3634,121.07847
3635,79.37751
3636,79.37751
3637,91.73204
3638,91.73204
3639,79.37751
3640,76.91721
3641,91.73204
3642,94.76688
3643,0.06048569
3644,-6.746517
3645,29.550018
3646,76.098335
3647,91.73204
3648,118.34584
3649,149.42242
3650,41.201622
3651,50.463764
3652,41.201622
3653,70.20503
3654,0.06048569
3655,132.13475
3656,76.098335
3657,76.098335
3658,85.028694
3659,25.795696
3660,61.922302
3661,102.684525
3662,79.37751
3663,71.300606
3664,91.73204
3665,56.6308
3666,76.098335
3667,74.48093
3668,62.877613
3669,62.877613
3670,91.73204
3671,100.75823
3672,91.73204
3673,113.186775
3674,37.16099
3675,65.66724
3676,47.365158
3677,91.73204
3678,76.098335
3679,110.84392
3680,76.91721
3681,104.84333
3682,91.73204
3683,91.73204
3684,91.73204
3685,91.73204
3686,91.73204
3687,91.73204
3688,57.37079
3689,91.73204
3690,91.73204
3691,74.875916
3692,79.37751
3693,91.73204
3694,80.17326
3695,59.938583
3696,79.670555
3697,92.636375
3698,80.677605
3699,81.28064
3700,57.37079
3701,109.59132
3702,88.31752
3703,69.41104
3704,108.27606
3705,71.52229
3706,102.50386
3707,96.00592
3708,49.171326
3709,102.50386
3710,93.61154
3711,69.41104
3712,99.634254
3713,165.57903
3714,139.61795
3715,90.292496
3716,67.53887
3717,91.73204
3718,69.41104
3719,91.73204
3720,79.33596
3721,108.788025
3722,135.3628
3723,69.41104
3724,104.83915
3725,69.41104
3726,134.98726
3727,94.6265
3728,79.33596
3729,157.22226
3730,69.41104
3731,69.41104
3732,138.40625
3733,140.92639
3734,120.96783
3735,113.63479
3736,205.88823
3737,145.6676
3738,113.80537
3739,93.59632
3740,93.59632
3741,62.507496
3742,88.4081
3743,62.507496
3744,80.677605
3745,80.677605
3746,69.41104
3747,62.507496
3748,88.31752
3749,67.45361
3750,114.87625
3751,117.27601
3752,135.3628
3753,104.83915
3754,109.68456
3755,80.110054
3756,62.507496
3757,84.43421
3758,72.44835
3759,121.42951
3760,111.71644
3761,120.642586
3762,130.56929
3763,78.756615
3764,84.43421
3765,100.621086
3766,136.67946
3767,99.583374
3768,69.41104
3769,111.25568
3770,55.950745
3771,138.08928
3772,69.41104
3773,69.41104
3774,87.52793
3775,107.32139
3776,69.41104
3777,184.79517
3778,77.62028
3779,65.774414
3780,65.774414
3781,65.774414
3782,110.46955
3783,115.81067
3784,65.774414
3785,93.8986
3786,69.41104
3787,156.82474
3788,135.3628
3789,71.22649
3790,174.3012
3791,91.939384
3792,91.939384
3793,91.939384
3794,108.27606
3795,91.939384
3796,173.79684
3797,69.41104
3798,94.6265
3799,107.24021
3800,68.26598
3801,120.20326
3802,94.6265
3803,69.41104
3804,93.8986
3805,69.41104
3806,91.73204
3807,97.37775
3808,99.634254
3809,89.70404
3810,69.41104
3811,79.33596
3812,140.47899
3813,93.8986
3814,69.41104
3815,193.0653
3816,123.00068
3817,91.73204
3818,90.604324
3819,67.440025
3820,133.20554
3821,110.35029
3822,87.21462
3823,103.70488
3824,87.14428
3825,90.409195
3826,98.50118
3827,95.62106
3828,90.604324
3829,90.604324
3830,90.604324
3831,95.62106
3832,181.6844
3833,95.62106
3834,130.45676
3835,90.604324
3836,80.39447
3837,82.18468
3838,37.331978
3839,74.482544
3840,126.985756
3841,55.40868
3842,116.47969
3843,175.71904
3844,88.38404
3845,97.28531
3846,50.715794
3847,127.09541
3848,82.19182
3849,80.39447
3850,85.76932
3851,131.2161
3852,65.08089
3853,141.80751
3854,56.6974
3855,31.741653
3856,65.08089
3857,16.013046
3858,43.663948
3859,12.611578
3860,47.76173
3861,68.70637
3862,12.742998
3863,14.342387
3864,135.41237
3865,135.41237
3866,17.850397
3867,135.41237
3868,135.41237
3869,43.663948
3870,82.18468
3871,17.850397
3872,68.70637
3873,130.62718
3874,68.70637
3875,135.41237
3876,11.996144
3877,68.70637
3878,82.18468
3879,20.063564
3880,85.76932
3881,24.767183
3882,109.32575
3883,48.706734
3884,56.861988
3885,47.204067
3886,72.24381
3887,80.41475
3888,83.59754
3889,39.00506
3890,20.510391
3891,99.44015
3892,26.829384
3893,83.59754
3894,92.41137
3895,72.24381
3896,89.619705
3897,39.00506
3898,97.428246
3899,39.00506
3900,48.83952
3901,26.795658
3902,39.00506
3903,104.108345
3904,125.224495
3905,20.510391
3906,20.510391
3907,43.663948
3908,39.00506
3909,19.893835
3910,39.00506
3911,20.425385
3912,107.71249
3913,55.19843
3914,39.00506
3915,20.510391
3916,16.295372
3917,39.00506
3918,48.94974
3919,22.29231
3920,141.61159
3921,20.510391
3922,39.00506
3923,24.767183
3924,127.125984
3925,39.00506
3926,39.00506
3927,208.26385
3928,82.04754
3929,50.735214
3930,67.440025
3931,25.03872
3932,43.883984
3933,85.91696
3934,48.706734
3935,39.00506
3936,39.00506
3937,39.00506
3938,39.00506
3939,25.211857
3940,32.173195
3941,39.00506
3942,101.106186
3943,39.00506
3944,132.86526
3945,39.00506
3946,39.00506
3947,142.29976
3948,95.62106
3949,25.211857
3950,142.80411
3951,39.00506
3952,64.40063
3953,82.04754
3954,59.649445
3955,42.2478
3956,42.2478
3957,39.00506
3958,36.387463
3959,48.641815
3960,39.00506
3961,26.11508
3962,39.00506
3963,48.706734
3964,55.408676
3965,85.91696
3966,85.76932
3967,45.553684
3968,90.604324
3969,87.14428
3970,25.211857
3971,48.83952
3972,67.440025
3973,24.767183
3974,90.604324
3975,67.440025
3976,26.278118
3977,20.510391
3978,95.62106
3979,14.639951
3980,195.898
3981,87.14428
3982,95.62106
3983,95.62106
3984,181.6844
3985,95.62106
3986,90.604324
3987,58.85235
3988,95.62106
3989,95.62106
3990,90.604324
3991,65.5847
3992,90.604324
3993,90.604324
3994,95.62106
3995,74.43518
3996,95.62106
3997,56.626457
3998,95.62106
3999,95.62106
4000,113.308624
4001,90.604324
4002,20.425385
4003,95.62106
4004,14.639951
4005,16.295372
4006,131.24982
4007,72.40398
4008,137.2558
4009,87.14428
4010,39.00506
4011,104.17161
4012,104.17161
4013,104.17161
4014,124.211426
4015,21.394924
4016,137.14197
4017,107.9123
4018,141.07817
4019,39.00506
4020,22.29231
4021,109.160965
4022,20.425385
4023,48.83952
4024,42.380825
4025,57.072235
4026,20.510391
4027,79.635895
4028,95.62106
4029,20.510391
4030,80.41475
4031,-1.9587729
4032,103.628746
4033,39.00506
4034,270.27853
4035,38.093994
4036,111.26434
4037,14.639951
4038,85.76932
4039,85.76932
4040,90.604324
4041,57.561478
4042,84.915
4043,36.7269
4044,67.637764
4045,35.879326
4046,67.51409
4047,67.51409
4048,68.89769
4049,35.879326
4050,145.15303
4051,120.18178
4052,38.39198
4053,106.22516
4054,67.51409
4055,106.22516
4056,20.245811
4057,106.22516
4058,105.14371
4059,46.807938
4060,106.22516
4061,106.22516
4062,38.39198
4063,96.665344
4064,106.22516
4065,106.22516
4066,106.22516
4067,106.22516
4068,106.22516
4069,67.51409
4070,106.22516
4071,106.22516
4072,106.22516
4073,67.51409
4074,49.231346
4075,19.186243
4076,68.52599
4077,42.950027
4078,18.634031
4079,67.51409
4080,20.245811
4081,42.950027
4082,106.22516
4083,36.87047
4084,35.879326
4085,132.13231
4086,126.11917
4087,130.35944
4088,132.13231
4089,38.39198
4090,67.51409
4091,132.13231
4092,35.879326
4093,132.13231
4094,67.51409
4095,38.39198
4096,106.22516
4097,41.428516
4098,78.96047
4099,116.93463
4100,100.02954
4101,74.34649
4102,110.83701
4103,21.201708
4104,21.201708
4105,20.245811
4106,20.245811
4107,19.917261
4108,20.245811
4109,67.51409
4110,25.706251
4111,11.237763
4112,23.64121
4113,30.727608
4114,18.796446
4115,48.18694
4116,81.675896
4117,141.65326
4118,193.42293
4119,141.65326
4120,106.22516
4121,120.18178
4122,12.571156
4123,106.22516
4124,106.22516
4125,157.47813
4126,100.618324
4127,18.634031
4128,18.634031
4129,18.636988
4130,211.77692
4131,101.00583
4132,88.61793
4133,50.43653
4134,-2.2742558
4135,111.50055
4136,91.329384
4137,97.085175
4138,50.43653
4139,78.46231
4140,91.47705
4141,129.41515
4142,106.22516
4143,9.020478
4144,96.371506
4145,106.02309
4146,106.91128
4147,130.23952
4148,85.95048
4149,106.91128
4150,108.463844
4151,108.898254
4152,131.15874
4153,91.33265
4154,131.27538
4155,119.97007
4156,106.692604
4157,99.48868
4158,50.518585
4159,102.61288
4160,82.67825
4161,102.53087
4162,112.898
4163,109.971344
4164,215.22722
4165,50.518585
4166,108.21888
4167,50.518585
4168,47.843132
4169,47.925186
4170,86.36801
4171,47.925186
4172,50.518585
4173,50.518585
4174,50.518585
4175,50.518585
4176,85.95048
4177,87.05887
4178,70.16669
4179,128.9104
4180,109.34546
4181,81.68529
4182,94.13732
4183,112.898
4184,114.269
4185,117.85253
4186,119.97007
4187,99.63673
4188,121.68859
4189,102.352066
4190,111.645584
4191,131.99199
4192,99.88397
4193,78.82789
4194,165.99234
4195,163.06512
4196,161.71678
4197,99.579666
4198,77.47526
4199,80.415794
4200,116.32728
4201,104.86861
4202,127.97698
4203,99.362045
4204,48.37942
4205,111.719246
4206,90.27105
4207,134.26755
4208,148.8954
4209,103.27655
4210,107.54598
4211,185.78642
4212,77.42693
4213,82.72519
4214,86.51312
4215,119.39631
4216,72.89655
4217,106.49293
4218,70.34395
4219,96.74652
4220,148.52325
4221,71.911285
4222,106.467575
4223,96.74652
4224,109.05814
4225,182.90785
4226,112.64379
4227,149.13887
4228,87.02302
4229,99.89484
4230,99.955574
4231,96.74652
4232,198.80518
4233,78.7604
4234,106.68531
4235,93.07002
4236,74.65096
4237,24.689075
4238,96.74652
4239,93.07002
4240,75.42896
4241,102.47057
4242,80.17607
4243,90.359146
4244,66.97883
4245,78.38635
4246,81.76059
4247,82.628914
4248,85.78186
4249,63.270824
4250,68.27863
4251,106.92863
4252,87.02302
4253,77.85493
4254,94.66694
4255,91.03878
4256,87.02302
4257,75.232445
4258,76.881294
4259,82.628914
4260,50.47577
4261,98.031044
4262,96.838
4263,73.71085
4264,96.74652
4265,96.74652
4266,96.768715
4267,92.761894
4268,45.821487
4269,96.74652
4270,41.817787
4271,60.200615
4272,96.74652
4273,50.212154
4274,96.74652
4275,94.56925
4276,82.24141
4277,72.849045
4278,72.849045
4279,77.42693
4280,101.09315
4281,151.52422
4282,96.74652
4283,88.70055
4284,60.095676
4285,96.74652
4286,97.88097
4287,98.11795
4288,92.53214
4289,43.573624
4290,77.65211
4291,112.308655
4292,96.35276
4293,77.65211
4294,61.015858
4295,120.126755
4296,113.639465
4297,98.031044
4298,73.15903
4299,71.82548
4300,98.031044
4301,92.63431
4302,98.031044
4303,123.63064
4304,77.65211
4305,89.46296
4306,96.74652
4307,98.031044
4308,77.42693
4309,114.30519
4310,59.37743
4311,89.62881
4312,88.70055
4313,169.53021
4314,85.876495
4315,127.71414
4316,101.09315
4317,98.031044
4318,182.51263
4319,88.70055
4320,85.876495
4321,189.62743
4322,139.31117
4323,48.232563
4324,95.08374
4325,96.341934
4326,88.70055
4327,100.561
4328,63.332687
4329,58.74141
4330,73.29094
4331,77.42693
4332,128.32817
4333,97.93753
4334,92.15208
4335,163.78748
4336,96.74652
4337,77.65211
4338,131.65433
4339,23.756182
4340,23.756182
4341,25.6295
4342,49.96489
4343,23.756182
4344,117.02647
4345,49.96489
4346,35.2539
4347,90.58156
4348,80.241776
4349,11.598675
4350,50.899857
4351,75.949356
4352,23.756182
4353,49.17017
4354,49.17017
4355,50.105137
4356,49.17017
4357,49.17017
4358,111.98506
4359,23.756182
4360,114.09735
4361,65.57255
4362,101.32625
4363,69.51441
4364,84.44448
4365,182.21461
4366,96.176926
4367,65.500694
4368,96.14051
4369,43.716442
4370,69.51441
4371,84.38989
4372,67.485435
4373,75.76585
4374,135.07619
4375,95.05599
4376,118.05006
4377,61.838314
4378,36.74147
4379,36.74147
4380,75.76585
4381,49.11468
4382,36.74147
4383,92.39434
4384,58.31987
4385,53.082443
4386,95.05599
4387,43.779922
4388,52.881035
4389,117.79316
4390,75.949356
4391,28.764444
4392,50.854374
4393,50.899857
4394,44.77926
4395,49.17017
4396,65.34801
4397,28.764444
4398,28.764444
4399,61.090973
4400,28.764444
4401,260.4486
4402,28.764444
4403,80.39298
4404,28.764444
4405,28.764444
4406,60.35896
4407,208.03313
4408,59.4183
4409,78.78385
4410,57.734398
4411,76.006645
4412,56.69025
4413,83.38755
4414,83.290695
4415,70.73169
4416,59.295525
4417,67.485435
4418,87.73783
4419,28.764444
4420,28.764444
4421,50.105137
4422,28.764444
4423,160.13657
4424,55.820156
4425,49.17017
4426,102.39189
4427,49.17017
4428,78.71527
4429,74.39907
4430,143.51967
4431,73.443054
4432,52.881035
4433,52.881035
4434,52.881035
4435,52.881035
4436,52.881035
4437,52.881035
4438,65.98686
4439,3.5748339
4440,134.97293
4441,119.05227
4442,107.61837
4443,117.10421
4444,64.570305
4445,127.27781
4446,35.09646
4447,50.105137
4448,51.428104
4449,103.02735
4450,167.1211
4451,120.29755
4452,246.61226
4453,115.44414
4454,82.853714
4455,87.98511
4456,124.23599
4457,85.143265
4458,81.89451
4459,81.89451
4460,82.126
4461,99.912346
4462,65.98686
4463,64.5156
4464,75.44335
4465,81.89451
4466,81.89451
4467,88.565285
4468,88.565285
4469,88.565285
4470,93.1471
4471,93.1471
4472,81.89451
4473,81.89451
4474,81.89451
4475,81.89451
4476,81.89451
4477,81.89451
4478,81.89451
4479,88.565285
4480,88.565285
4481,88.565285
4482,81.89451
4483,82.126
4484,69.79104
4485,140.27266
4486,99.912346
4487,81.89451
4488,81.89451
4489,81.89451
4490,81.89451
4491,81.89451
4492,93.1471
4493,44.46666
4494,76.70108
4495,71.183136
4496,69.79104
4497,88.28762
4498,81.89451
4499,88.28762
4500,140.27266
4501,82.126
4502,88.28762
4503,88.28762
4504,82.126
4505,90.73893
4506,99.912346
4507,90.73893
4508,90.73893
4509,90.73893
4510,99.912346
4511,99.912346
4512,81.89451
4513,81.89451
4514,81.89451
4515,81.89451
4516,76.17125
4517,76.17125
4518,82.21097
4519,81.89451
4520,84.286026
4521,81.89451
4522,81.89451
4523,81.89451
4524,81.89451
4525,81.89451
4526,112.04756
4527,81.89451
4528,81.89451
4529,81.89451
4530,36.02266
4531,91.57862
4532,51.11629
4533,81.89451
4534,81.89451
4535,150.43918
4536,91.68426
4537,105.05295
4538,59.721703
4539,81.89451
4540,101.74948
4541,144.03658
4542,37.4709
4543,81.89451
4544,81.89451
4545,81.89451
4546,88.565285
4547,88.565285
4548,104.69159
4549,81.89451
4550,81.89451
4551,81.89451
4552,81.89451
4553,81.89451
4554,11.850643
4555,84.7189
4556,81.89451
4557,88.565285
4558,81.96269
4559,101.74948
4560,101.74948
4561,122.050285
4562,90.25562
4563,81.89451
4564,81.89451
4565,81.89451
4566,81.89451
4567,81.89451
4568,95.48461
4569,93.1471
4570,81.89451
4571,81.89451
4572,81.89451
4573,81.89451
4574,81.89451
4575,119.91289
4576,81.89451
4577,81.89451
4578,81.89451
4579,81.89451
4580,81.89451
4581,88.565285
4582,88.565285
4583,81.89451
4584,85.143265
4585,81.89451
4586,81.89451
4587,81.89451
4588,81.89451
4589,81.89451
4590,81.89451
4591,76.542435
4592,81.89451
4593,81.89451
4594,81.89451
4595,81.89451
4596,76.542435
4597,81.89451
4598,100.19112
4599,114.32121
4600,93.1471
4601,93.1471
4602,113.75015
4603,81.96269
4604,93.1471
4605,101.74948
4606,93.1471
4607,93.1471
4608,93.1471
4609,88.565285
4610,104.670845
4611,42.399723
4612,93.1471
4613,93.1471
4614,93.1471
4615,186.98781
4616,101.74948
4617,144.53355
4618,113.75015
4619,52.269707
4620,126.72954
4621,40.05424
4622,80.3284
4623,95.51875
4624,201.38635
4625,79.20218
4626,93.1471
4627,81.89451
4628,81.89451
4629,81.89451
4630,81.89451
4631,81.89451
4632,81.89451
4633,79.60579
4634,93.1471
4635,81.89451
4636,81.89451
4637,81.89451
4638,81.89451
4639,93.1471
4640,87.57393
4641,88.565285
4642,88.565285
4643,93.1471
4644,93.1471
4645,93.1471
4646,93.1471
4647,129.79912
4648,35.468178
4649,80.617485
4650,93.1471
4651,93.1471
4652,93.1471
4653,93.1471
4654,81.89451
4655,81.89451
4656,81.89451
4657,88.565285
4658,81.89451
4659,88.565285
4660,88.565285
4661,134.75487
4662,79.60579
4663,81.89451
4664,81.89451
4665,81.89451
4666,81.89451
4667,36.247635
4668,81.89451
4669,28.24066
4670,81.89451
4671,81.89451
4672,88.565285
4673,88.565285
4674,81.89451
4675,81.89451
4676,81.89451
4677,81.89451
4678,81.89451
4679,81.89451
4680,81.89451
4681,74.02989
4682,88.565285
4683,81.89451
4684,93.1471
4685,93.1471
4686,93.1471
4687,62.610725
4688,102.92808
4689,62.610725
4690,83.4959
4691,29.111204
4692,135.88731
4693,62.610725
4694,165.49559
4695,95.22951
4696,114.336876
4697,99.9334
4698,83.4959
4699,30.606848
4700,93.71044
4701,117.68031
4702,84.81189
4703,93.1471
4704,93.1471
4705,93.1471
4706,93.1471
4707,76.52217
4708,36.58996
4709,116.548965
4710,42.25228
4711,83.4959
4712,93.1471
4713,111.21578
4714,36.64117
4715,6.948424
4716,93.1471
4717,93.1471
4718,92.70731
4719,80.4963
4720,80.4963
4721,52.877518
4722,80.4963
4723,80.4963
4724,53.13382
4725,89.12051
4726,80.4963
4727,80.4963
4728,105.46681
4729,80.4963
4730,80.4963
4731,80.4963
4732,80.4963
4733,80.4963
4734,80.4963
4735,95.98005
4736,101.04228
4737,109.48568
4738,70.22739
4739,80.4963
4740,80.4963
4741,52.471935
4742,64.66655
4743,98.12618
4744,52.637745
4745,81.56735
4746,96.537895
4747,80.4963
4748,80.4963
4749,80.4963
4750,80.4963
4751,80.4963
4752,41.291744
4753,82.02402
4754,80.4963
4755,80.4963
4756,80.4963
4757,80.4963
4758,86.740746
4759,80.4963
4760,57.55882
4761,90.12718
4762,48.7815
4763,59.146313
4764,108.22613
4765,108.53916
4766,46.898663
4767,104.94015
4768,60.879314
4769,203.81973
4770,86.874344
4771,108.974
4772,109.47834
4773,62.631203
4774,48.9081
4775,89.51274
4776,41.291744
4777,68.57256
4778,89.15402
4779,80.63761
4780,138.64108
4781,105.46112
4782,138.64108
4783,94.62394
4784,110.75526
4785,42.787003
4786,30.401493
4787,20.594688
4788,91.701385
4789,80.4963
4790,60.62618
4791,87.6894
4792,80.4963
4793,80.4963
4794,80.4963
4795,89.285
4796,80.4963
4797,80.4963
4798,57.081867
4799,44.268337
4800,80.4963
4801,80.4963
4802,80.4963
4803,80.4963
4804,108.53916
4805,104.94015
4806,73.36531
4807,47.85503
4808,108.53916
4809,40.108086
4810,46.898663
4811,102.00643
4812,40.108086
4813,46.898663
4814,43.640007
4815,54.86552
4816,60.879314
4817,84.8524
4818,59.146313
4819,91.85865
4820,40.108086
4821,80.4963
4822,131.40617
4823,109.3214
4824,87.6894
4825,53.484352
4826,71.781265
4827,117.234055
4828,94.15137
4829,65.98612
4830,67.43652
4831,65.98612
4832,97.18239
4833,65.98612
4834,61.53681
4835,109.0435
4836,66.18339
4837,46.319805
4838,87.88941
4839,109.14422
4840,117.234055
4841,111.54134
4842,104.17053
4843,53.484352
4844,61.53595
4845,61.53595
4846,52.94875
4847,109.4749
4848,97.29644
4849,26.616236
4850,135.72256
4851,113.11544
4852,125.55304
4853,49.61853
4854,112.95297
4855,185.40512
4856,96.932884
4857,131.26428
4858,114.909096
4859,110.22253
4860,117.37794
4861,102.47426
4862,113.266235
4863,130.33942
4864,102.083206
4865,105.98471
4866,90.34515
4867,103.981026
4868,98.79868
4869,-4.0981803
4870,87.55559
4871,89.83804
4872,67.43498
4873,91.28868
4874,119.94352
4875,94.15137
4876,117.234055
4877,105.86599
4878,46.999634
4879,53.953106
4880,68.122055
4881,58.343597
4882,122.01371
4883,78.52396
4884,98.12618
4885,58.892254
4886,121.63525
4887,77.29527
4888,71.350075
4889,105.6041
4890,110.211044
4891,125.97717
4892,102.18785
4893,92.68836
4894,92.68836
4895,80.07554
4896,67.00228
4897,62.237732
4898,66.15491
4899,52.18492
4900,58.947094
4901,121.487404
4902,37.17126
4903,46.214104
4904,37.17126
4905,73.852776
4906,69.06342
4907,57.04325
4908,138.061
4909,78.49027
4910,41.350277
4911,46.214104
4912,58.961872
4913,69.80606
4914,57.679462
4915,91.95285
4916,104.08732
4917,96.72731
4918,93.44441
4919,98.26555
4920,97.2256
4921,106.78755
4922,91.392494
4923,92.57226
4924,83.58994
4925,83.58994
4926,83.58994
4927,52.42633
4928,102.28532
4929,83.58994
4930,63.811684
4931,98.80848
4932,98.80848
4933,83.58994
4934,75.77689
4935,83.58994
